Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name
2019,49863,22817,Pinnacle College - Gilles Plains Campus,GILLES PLAINS,SA,5086,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.847796,138.66044,0,Major Cities,40215273400,40203103707,402031037,Northgate - Oakden - Gilles Plains,40203,Port Adelaide - East,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,49864,259,Good Shepherd Lutheran School - Angaston,ANGASTON,SA,5353,Independent,Primary,School Single Entity,Individual Reporting,-34.5091304,139.0473809,1,Inner Regional,40013170000,40501111002,405011110,Barossa - Angaston,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49865,328,St John's Lutheran School,EUDUNDA,SA,5374,Independent,Primary,School Single Entity,Individual Reporting,-34.173916,139.088769,1,Inner Regional,40053060000,40502111811,405021118,Goyder,40502,Lower North,405,Barossa - Yorke - Mid North,42110,Goyder (DC)
2019,49866,371,St Michael's Lutheran School,HAHNDORF,SA,5245,Independent,Primary,School Single Entity,Individual Reporting,-35.0285,138.812,1,Inner Regional,40215287700,40102100508,401021005,Hahndorf - Echunga,40102,Adelaide Hills,401,Adelaide - Central and Hills,44550,Mount Barker (DC)
2019,49867,327,Concordia College - St John's Campus,HIGHGATE,SA,5063,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.959504,138.620141,0,Major Cities,40214958000,40107102450,401071024,Unley - Parkside,40107,Unley,401,Adelaide - Central and Hills,47980,Unley (C)
2019,49868,266,Redeemer Lutheran School,NURIOOTPA,SA,5355,Independent,Primary,School Single Entity,Individual Reporting,-34.465395,138.984503,1,Inner Regional,40215143200,40501111410,405011114,Nuriootpa,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49869,329,Lobethal Lutheran School,LOBETHAL,SA,5241,Independent,Primary,School Single Entity,Individual Reporting,-34.90417,138.875597,1,Inner Regional,40007920000,40102100616,401021006,Lobethal - Woodside,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,49870,268,Loxton Lutheran School,LOXTON,SA,5333,Independent,Primary,School Single Entity,Individual Reporting,-34.445971,140.575094,2,Outer Regional,40068070000,40703116202,407031162,Loxton,40703,Murray and Mallee,407,South Australia - South East,43790,Loxton Waikerie (DC)
2019,49871,322,St Jakobi Lutheran School,LYNDOCH,SA,5351,Independent,Primary,School Single Entity,Individual Reporting,-34.619391,138.892579,1,Inner Regional,40014370000,40501111208,405011112,Lyndoch,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49872,269,Maitland Lutheran School,MAITLAND,SA,5573,Independent,Combined,School Single Entity,Individual Reporting,-34.370763,137.679852,2,Outer Regional,40220500000,40504112708,405041127,Yorke Peninsula - North,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,48830,Yorke Peninsula (DC)
2019,49874,40398,Faith Lutheran College - Tanunda Lutheran Campus,TANUNDA,SA,5352,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.52579929,138.9542253,1,Inner Regional,40214972600,40501111507,405011115,Tanunda,40501,Barossa,405,Barossa - Yorke - Mid North,40310,Barossa (DC)
2019,49875,287,"Prescott Primary School, Northern",PARA VISTA,SA,5093,Independent,Primary,School Single Entity,Individual Reporting,-34.83443823,138.6640717,0,Major Cities,40174540000,40204104033,402041040,Ingle Farm,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,49876,374,St Paul Lutheran School,BLAIR ATHOL,SA,5084,Independent,Primary,School Single Entity,Individual Reporting,-34.861586,138.599498,0,Major Cities,40143100000,40203103612,402031036,Enfield - Blair Athol,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,49877,3164,Suneden Specialist School,MITCHELL PARK,SA,5043,Independent,Special,School Single Entity,Individual Reporting,-35.01444,138.560448,0,Major Cities,40073810000,40302106124,403021061,Mitchell Park,40302,Marion,403,Adelaide - South,44060,Marion (C)
2019,49879,17267,Vineyard Lutheran School,CLARE,SA,5453,Independent,Primary,School Single Entity,Individual Reporting,-33.8495,138.62,1,Inner Regional,40215072200,40502111608,405021116,Clare,40502,Lower North,405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys (DC)
2019,49880,17289,Investigator College - Goolwa Campus,GOOLWA,SA,5214,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.495814,138.776849,1,Inner Regional,40215169400,40701114410,407011144,Goolwa - Port Elliot,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,49881,77375,Investigator College - Victor Harbor Campus,VICTOR HARBOR,SA,5211,Independent,Combined,School Head Campus,Rolled Reporting,-35.555378,138.598981,1,Inner Regional,40215300800,40701114830,407011148,Victor Harbor,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,48050,Victor Harbor (C)
2019,50169,7214,Christie Downs Primary School,CHRISTIE DOWNS,SA,5164,Government,Primary,School Single Entity,Individual Reporting,-35.13242,138.494017,0,Major Cities,40115480000,40304107318,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50213,7190,Flagstaff Hill R-7 School,FLAGSTAFF HILL,SA,5159,Government,Primary,School Single Entity,Individual Reporting,-35.04944,138.589485,0,Major Cities,40119680000,40304107722,403041077,Flagstaff Hill,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50214,7307,McDonald Park School,MOUNT GAMBIER,SA,5290,Government,Primary,School Single Entity,Individual Reporting,-37.825702,140.793167,1,Inner Regional,40096940000,40702117303,407021173,Mount Gambier - East,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,50216,6967,Glenelg Primary School,GLENELG EAST,SA,5045,Government,Primary,School Single Entity,Individual Reporting,-34.98525332,138.5218929,0,Major Cities,40057290000,40301105741,403011057,Glenelg (SA),40301,Holdfast Bay,403,Adelaide - South,42600,Holdfast Bay (C)
2019,50219,17842,Melaleuca Park Primary School,MOUNT GAMBIER,SA,5290,Government,Primary,School Single Entity,Individual Reporting,-37.841094,140.794392,1,Inner Regional,40098320000,40702117302,407021173,Mount Gambier - East,40702,Limestone Coast,407,South Australia - South East,44620,Mount Gambier (C)
2019,50221,368,St Mary MacKillop School,WALLAROO,SA,5556,Catholic,Primary,School Single Entity,Individual Reporting,-33.931675,137.631729,2,Outer Regional,40215275000,40504112608,405041126,Wallaroo,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,41560,Copper Coast (DC)
2019,50226,7238,Kangaroo Island Community Education - Parndana Campus,PARNDANA,SA,5220,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.786767,137.263093,3,Remote,40060770000,40701114511,407011145,Kangaroo Island,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,42750,Kangaroo Island (DC)
2019,50332,16504,Grange Primary School,GRANGE,SA,5022,Government,Primary,School Single Entity,Individual Reporting,-34.903495,138.497089,0,Major Cities,40032550000,40401109537,404011095,Seaton - Grange,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,50333,7017,East Adelaide School,ST PETERS,SA,5069,Government,Primary,School Single Entity,Individual Reporting,-34.905142,138.627298,0,Major Cities,40108890000,40105101930,401051019,St Peters - Marden,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,50334,15531,Swallowcliffe School P-7,DAVOREN PARK,SA,5113,Government,Primary,School Single Entity,Individual Reporting,-34.696782,138.664155,0,Major Cities,40137250000,40202102926,402021029,Davoren Park,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,50335,7000,Highgate School,HIGHGATE,SA,5063,Government,Primary,School Single Entity,Individual Reporting,-34.962788,138.622561,0,Major Cities,40215101900,40107102431,401071024,Unley - Parkside,40107,Unley,401,Adelaide - Central and Hills,47980,Unley (C)
2019,50336,7211,Hackham West R-7 School,HACKHAM WEST,SA,5163,Government,Primary,School Single Entity,Individual Reporting,-35.144159,138.517588,0,Major Cities,40110390000,40304107905,403041079,Hackham West - Huntfield Heights,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50337,7067,Modbury West School,MODBURY,SA,5092,Government,Primary,School Single Entity,Individual Reporting,-34.833258,138.676618,0,Major Cities,40190400000,40205105233,402051052,Hope Valley - Modbury,40205,Tea Tree Gully,402,Adelaide - North,47700,Tea Tree Gully (C)
2019,50338,7022,Magill School,MAGILL,SA,5072,Government,Primary,School Single Entity,Individual Reporting,-34.91362,138.676746,0,Major Cities,40020330000,40103101142,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,50339,7040,Blair Athol North School B-7,BLAIR ATHOL,SA,5084,Government,Primary,School Single Entity,Individual Reporting,-34.853092,138.597637,0,Major Cities,40143500000,40203103610,402031036,Enfield - Blair Athol,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,50340,6901,Woodville Gardens School B-7,WOODVILLE GARDENS,SA,5012,Government,Primary,School Single Entity,Individual Reporting,-34.863263,138.551003,0,Major Cities,40149680000,40402110225,404021102,The Parks,40402,Port Adelaide - West,404,Adelaide - West,45890,Port Adelaide Enfield (C)
2019,50341,7204,Morphett Vale Primary School,MORPHETT VALE,SA,5162,Government,Primary,School Single Entity,Individual Reporting,-35.107523,138.514358,0,Major Cities,40114870000,40304108516,403041085,Morphett Vale - West,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50342,22786,Reynella East College,REYNELLA EAST,SA,5161,Government,Combined,School Single Entity,Individual Reporting,-35.09071,138.555575,0,Major Cities,40127410000,40304108604,403041086,Reynella,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50343,22784,Lake Windemere B-7 School,SALISBURY NORTH,SA,5108,Government,Primary,School Single Entity,Individual Reporting,-34.740265,138.619702,0,Major Cities,40168350000,40204104813,402041048,Salisbury North,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,50344,23682,Bowden Brompton Community School - Little Para Campus,SALISBURY NORTH,SA,5108,Government,Special,School Sub-Campus and Single entity,Rolled Reporting,-34.753917,138.636016,0,Major Cities,40169380000,40204104803,402041048,Salisbury North,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,50345,23683,Bowden Brompton Community School - Beach Campus,CHRISTIES BEACH,SA,5165,Government,Special,School Sub-Campus and Single entity,Rolled Reporting,-35.136982,138.497477,0,Major Cities,40117090000,40304107307,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
2019,50346,27673,Youth Education Centre - Jonal Drive Campus (Cavan),CAVAN,SA,5094,Government,Special,School Sub-Campus and Single entity,Rolled Reporting,-34.824075,138.60206,0,Major Cities,40178051000,40204117207,402041172,Pooraka - Cavan,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,50347,77633,Christian Brothers' College - Junior Campus,ADELAIDE,SA,5000,Catholic,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.927696,138.612632,0,Major Cities,40001091000,40101100103,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,50348,,Penong Primary School - Coorabie Campus,COORABIE,SA,5690,Government,Primary,School Sub-Campus and Single entity,Rolled Reporting,-31.928301,133.006255,4,Very Remote,40225140000,40601113409,406011134,West Coast (SA),40601,Eyre Peninsula and South West,406,South Australia - Outback,49399,Unincorporated SA
2019,50350,28609,Eastern Fleurieu R-12 School - Strathalbyn 7-12 Campus,STRATHALBYN,SA,5255,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.258136,138.902292,1,Inner Regional,40012210000,40701114611,407011146,Strathalbyn,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,40220,Alexandrina (DC)
2019,50351,16035,Eynesbury College,ADELAIDE,SA,5000,Independent,Secondary,School Single Entity,No Reporting,-34.926941,138.598302,0,Major Cities,40429600000,40101100147,401011001,Adelaide,40101,Adelaide City,401,Adelaide - Central and Hills,40070,Adelaide (C)
2019,50352,,Glossop High School - Middle Campus,BERRI,SA,5343,Government,Secondary,School Sub-Campus and Single entity,Rolled Reporting,-34.27828,140.610358,2,Outer Regional,40017415000,40703115916,407031159,Barmera,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,50353,,Glossop High School - Senior Campus,BERRI,SA,5343,Government,Secondary,School Sub-Campus and Single entity,Rolled Reporting,-34.277832,140.610636,2,Outer Regional,40215207700,40703116004,407031160,Berri,40703,Murray and Mallee,407,South Australia - South East,40520,Berri and Barmera (DC)
2019,50354,29046,Roma Mitchell Secondary College,GEPPS CROSS,SA,5094,Government,Secondary,School Head Campus,Rolled Reporting,-34.843058,138.618235,0,Major Cities,40142490000,40203103602,402031036,Enfield - Blair Athol,40203,Port Adelaide - East,402,Adelaide - North,45890,Port Adelaide Enfield (C)
2019,50355,7023,Norwood Morialta High School - Middle Campus - Morialta,ROSTREVOR,SA,5073,Government,Secondary,School Sub-Campus and Single entity,Rolled Reporting,-34.900828,138.677966,0,Major Cities,40027010000,40104101632,401041016,Rostrevor - Magill,40104,Campbelltown (SA),401,Adelaide - Central and Hills,40910,Campbelltown (C) (SA)
2019,50356,,Open Access College - Port Augusta School of the Air Campus,PORT AUGUSTA,SA,5700,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-32.494117,137.784043,2,Outer Regional,40154200000,40602114226,406021142,Port Augusta,40602,Outback - North and East,406,South Australia - Outback,46090,Port Augusta (C)
2019,50357,29824,Felixstow Community School,FELIXSTOW,SA,5070,Government,Primary,School Single Entity,Individual Reporting,-34.89258269,138.6447536,0,Major Cities,40104000000,40105101821,401051018,Payneham - Felixstow,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,45290,Norwood Payneham St Peters (C)
2019,50403,28873,Prospect North Primary School,PROSPECT,SA,5082,Government,Primary,School Single Entity,Individual Reporting,-34.874715,138.596729,0,Major Cities,40159960000,40106102109,401061021,Prospect,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,46510,Prospect (C)
2019,50419,77602,The Hills Montessori School - Wairoa Campus,ALDGATE,SA,5154,Independent,Combined,School Head Campus,Rolled Reporting,-35.00935,138.72868,0,Major Cities,40004690000,40102100445,401021004,Aldgate - Stirling,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,50489,,Bowden Brompton Community School - Torrens Road Campus,BROMPTON,SA,5007,Government,Special,School Sub-Campus and Single entity,Rolled Reporting,-34.894978,138.580127,0,Major Cities,40215208600,40401109315,404011093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,41060,Charles Sturt (C)
2019,50490,,Norwood Morialta High School - Senior Campus,MAGILL,SA,5072,Government,Secondary,School Sub-Campus and Single entity,Rolled Reporting,-34.918055,138.671769,0,Major Cities,40018440000,40103101140,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,50492,,Kangaroo Island Community Education - Kingscote Campus,KINGSCOTE,SA,5223,Government,Combined,School Sub-Campus and Single entity,Rolled Reporting,-35.651176,137.633109,3,Remote,40061790000,40701114508,407011145,Kangaroo Island,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,42750,Kangaroo Island (DC)
2019,50507,77629,Scotch College - Mitcham Campus,MITCHAM,SA,5062,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.979644,138.621071,0,Major Cities,40087830000,40303106911,403031069,Mitcham (SA),40303,Mitcham,403,Adelaide - South,44340,Mitcham (C)
2019,50517,77614,Pembroke School - Junior School Campus,KENSINGTON PARK,SA,5068,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.92175,138.65579,0,Major Cities,40215066300,40103101130,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,50518,77615,Pembroke School - Senior School Campus,KENSINGTON PARK,SA,5068,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.92233,138.655,0,Major Cities,40215066300,40103101130,401031011,Burnside - Wattle Park,40103,Burnside,401,Adelaide - Central and Hills,40700,Burnside (C)
2019,50592,77648,The Hills Christian Community School - Oakbank Campus,OAKBANK,SA,5243,Independent,Combined,School Sub-Campus and Single entity,Rolled Reporting,-34.989145,138.835637,1,Inner Regional,40007441000,40102100618,401021006,Lobethal - Woodside,40102,Adelaide Hills,401,Adelaide - Central and Hills,40120,Adelaide Hills (DC)
2019,50711,30155,Blakes Crossing Christian College,BLAKEVIEW,SA,5114,Independent,Combined,School Single Entity,Individual Reporting,-34.68123005,138.705622,0,Major Cities,40215235100,40202102852,402021028,Craigmore - Blakeview,40202,Playford,402,Adelaide - North,45680,Playford (C)
2019,51506,30212,Garden College,PARAFIELD GARDENS,SA,5107,Independent,Combined,School Head Campus,Rolled Reporting,-34.7829,138.608783,0,Major Cities,40165830000,40204104315,402041043,Parafield Gardens,40204,Salisbury,402,Adelaide - North,47140,Salisbury (C)
2019,51507,30223,FAME - Flexible Accredited Meaningful Engagement,CHRISTIE DOWNS,SA,5164,Catholic,Special,School Head Campus,Rolled Reporting,-35.13633892,138.4885873,0,Major Cities,40115461000,40304107319,403041073,Christie Downs,40304,Onkaparinga,403,Adelaide - South,45340,Onkaparinga (C)
